	shopname	rate_text	user	rate_star
941	老铁寿司	#寿司嘉年华#大片鸭胸（单件）	3*******6	5
942	老铁寿司	还可以	1*********c	5
943	老铁寿司	补拍酱油了还是和平时没拍一样	Z*****s	4
944	老铁寿司	可以点了还想吃想吃想吃想吃	6*********0	5
945	老铁寿司	超大份的超值超好吃	3*******2	5
946	老铁寿司	量大实在，味道好	唐****月	5
947	老铁寿司	挺好的	3*******2	5
948	老铁寿司	好吃好吃好吃	9*********0	5
949	老铁寿司	非常好吃(｢･ω･)｢嘿	9*********0	5
950	老铁寿司	豚骨叉烧拉面	3*******d	5
951	老铁寿司	真的太好吃了！！！！	8*********6	5
952	老铁寿司	#寿司嘉年华#大片鸭胸（单件）	3*******6	5
953	老铁寿司	还可以	1*********c	5
954	老铁寿司	补拍酱油了还是和平时没拍一样	Z*****s	4
955	老铁寿司	可以点了还想吃想吃想吃想吃	6*********0	5
956	老铁寿司	超大份的超值超好吃	3*******2	5
957	老铁寿司	量大实在，味道好	唐****月	5
958	老铁寿司	挺好的	3*******2	5
959	老铁寿司	好吃好吃好吃	9*********0	5
960	老铁寿司	非常好吃(｢･ω･)｢嘿	9*********0	5
961	老铁寿司	豚骨叉烧拉面	3*******d	5
962	老铁寿司	真的太好吃了！！！！	8*********6	5
963	老铁寿司	#寿司嘉年华#大片鸭胸（单件）	3*******6	5
964	老铁寿司	还可以	1*********c	5
965	老铁寿司	补拍酱油了还是和平时没拍一样	Z*****s	4
966	花间小点	很好吃呀	8*********a	5
967	花间小点	Fabulous	C*********s	5
968	花间小点	Tasty	C*********s	5
969	花间小点	Palatable	C*********s	5
970	花间小点	榴莲……有点酸了…反正就不是新鲜的榴莲	匿**户	2
971	花间小点	等了一个小时要千岛酱给沙拉酱…晕	6*********8	3
972	花间小点	Delicious	C*********s	5
973	花间小点	没得讲依旧超级好吃，全北师珠最好吃的炒酸奶，没有之一	y**********C	5
974	花间小点	"草莓炒酸奶超好吃的，给舍友们都尝了，她们也说好好吃
"	A******S	5
975	花间小点	嘻嘻一直吃的抹茶的今天试了一下芒果哒也很好吃nice哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈好是好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好	V************u	5
976	花间小点	Excellent	C*********s	5
977	花间小点	真的太好吃啦，大爱	C*********s	5
978	花间小点	草莓味也太好吃了吧中毒	3*******0	5
979	花间小点	Fabulous	C*********s	5
980	茶小肆(金鼎店)	香滑蛋糕珍珠奶茶-冷饮奥利奥蛋糕奶茶-冷饮真的超级赞朋友也喜欢喝哈哈~	月****点	5
981	茶小肆(金鼎店)	好喝！	a*********4	5
982	茶小肆(金鼎店)	好喝	h******i	5
983	茶小肆(金鼎店)	好喝	h******i	5
984	茶小肆(金鼎店)	好喝	h******i	5
985	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
986	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
987	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
988	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
989	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
990	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
991	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
992	茶小肆(金鼎店)	好喝！	a*********4	5
993	茶小肆(金鼎店)	好喝	h******i	5
994	茶小肆(金鼎店)	好喝	h******i	5
995	茶小肆(金鼎店)	好喝	h******i	5
996	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
997	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
998	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
999	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1000	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1001	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1002	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1003	茶小肆(金鼎店)	好喝！	a*********4	5
1004	茶小肆(金鼎店)	好喝	h******i	5
1005	茶小肆(金鼎店)	好喝	h******i	5
1006	茶小肆(金鼎店)	好喝	h******i	5
1007	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
1008	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1009	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1010	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1011	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1012	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1013	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1014	茶小肆(金鼎店)	好喝！	a*********4	5
1015	茶小肆(金鼎店)	好喝	h******i	5
1016	茶小肆(金鼎店)	好喝	h******i	5
1017	茶小肆(金鼎店)	好喝	h******i	5
1018	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
1019	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1020	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1021	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1022	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1023	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1024	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1025	茶小肆(金鼎店)	好喝	h******i	5
1026	茶小肆(金鼎店)	好喝	h******i	5
1027	茶小肆(金鼎店)	好喝	h******i	5
1028	茶小肆(金鼎店)	好喝	h******i	5
1029	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
1030	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1031	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1032	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1033	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1034	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1035	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1036	茶小肆(金鼎店)	好喝	h******i	5
1037	茶小肆(金鼎店)	好喝	h******i	5
1038	茶小肆(金鼎店)	好喝	h******i	5
1039	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
1040	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1041	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1042	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1043	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1044	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1045	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1046	茶小肆(金鼎店)	好喝	h******i	5
1047	茶小肆(金鼎店)	好喝	h******i	5
1048	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
1049	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1050	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1051	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1052	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1053	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1054	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1055	茶小肆(金鼎店)	好喝	h******i	5
1056	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1057	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
1058	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1059	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1060	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1061	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1062	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1063	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1064	茶小肆(金鼎店)	好喝	h******i	5
1065	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1066	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
1067	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1068	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1069	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1070	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1071	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1072	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1073	茶小肆(金鼎店)	好喝	h******i	5
1074	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1075	茶小肆(金鼎店)	就是奶茶很厉害，很次喝都会一晚上睡不着	3*******f	4
1076	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1077	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1078	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1079	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1080	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1081	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1082	茶小肆(金鼎店)	好喝	h******i	5
1083	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1084	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1085	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1086	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1087	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1088	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1089	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1090	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1091	茶小肆(金鼎店)	好喝	h******i	5
1092	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1093	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1094	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1095	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1096	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1097	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1098	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1099	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1100	茶小肆(金鼎店)	好喝	h******i	5
1101	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1102	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1103	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1104	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1105	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1106	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1107	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1108	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1109	茶小肆(金鼎店)	好喝	h******i	5
1110	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1111	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1112	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1113	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1114	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1115	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1116	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1117	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1118	茶小肆(金鼎店)	好喝	h******i	5
1119	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1120	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1121	茶小肆(金鼎店)	有点贵哟鸡翅包饭	3*******7	5
1122	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1123	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1124	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1125	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1126	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1127	茶小肆(金鼎店)	好喝	h******i	5
1128	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1129	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1130	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1131	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1132	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1133	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1134	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1135	茶小肆(金鼎店)	好喝	h******i	5
1136	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1137	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1138	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1139	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1140	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1141	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1142	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1143	茶小肆(金鼎店)	好喝	h******i	5
1144	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1145	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1146	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1147	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1148	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1149	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1150	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1151	茶小肆(金鼎店)	好喝	h******i	5
1152	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1153	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1154	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1155	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1156	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1157	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1158	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1159	茶小肆(金鼎店)	好喝	h******i	5
1160	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1161	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1162	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1163	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1164	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1165	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1166	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1167	茶小肆(金鼎店)	好喝	h******i	5
1168	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1169	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1170	茶小肆(金鼎店)	很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好	匿**户	5
1171	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1172	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1173	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1174	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1175	茶小肆(金鼎店)	好喝	h******i	5
1176	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1177	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1178	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1179	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1180	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1181	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1182	茶小肆(金鼎店)	好喝	h******i	5
1183	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1184	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1185	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1186	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1187	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1188	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1189	茶小肆(金鼎店)	好喝	h******i	5
1190	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1191	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1192	茶小肆(金鼎店)	emmmmmmm包装极致。。。没漏完美。。。。。。。。。。。。。。。。🤐	3*******1	5
1193	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1194	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1195	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1196	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1197	茶小肆(金鼎店)	好喝	h******i	5
1198	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1199	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1200	茶小肆(金鼎店)	emmmmmmm包装极致。。。没漏完美。。。。。。。。。。。。。。。。🤐	3*******1	5
1201	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1202	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1203	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1204	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1205	茶小肆(金鼎店)	好喝	h******i	5
1206	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1207	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1208	茶小肆(金鼎店)	emmmmmmm包装极致。。。没漏完美。。。。。。。。。。。。。。。。🤐	3*******1	5
1209	茶小肆(金鼎店)	奶茶四兄弟-冷饮车仔面车仔面贼好吃！	3*******4	5
1210	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1211	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1212	茶小肆(金鼎店)	墨鱼丸很不错，就是距离远了外表有水，影响了口感.....巧克力鲜奶有点淡，是我的错觉吗？	F******n	4
1213	茶小肆(金鼎店)	好喝	h******i	5
1214	茶小肆(金鼎店)	包装破了，奶茶漏了	匿**户	2
1215	茶小肆(金鼎店)	奶茶没有吸管，不知道怎么喝	范***特	4
1216	茶小肆(金鼎店)	emmmmmmm包装极致。。。没漏完美。。。。。。。。。。。。。。。。🤐	3*******1	5
1217	茶小肆(金鼎店)	挺好的！会回购！	匿**户	5
1218	茶小肆(金鼎店)	还没吃但这奶茶根本没封好…等了那么久送来这个真的是让人十分不愉快不知道是不是天气凉菠萝包也冷了	3*******4	3
1219	荣记扒包扒饭	外卖送到宿舍楼下也不打电话不发短信，然后完全冷掉了	泓***0	4
1220	荣记扒包扒饭	好吃	福***0	5
1221	荣记扒包扒饭	菠萝油很好吃猪扒包感觉没有以前的外壳酥脆了但也依旧不错	Y*******O	5
1222	荣记扒包扒饭	菠萝包不够好黄油还可以有盐菠萝油-加两片芝士	3*******5	3
1223	荣记扒包扒饭	猪扒包-加片煎蛋招牌鸡扒饭-不加蛋味道很好，可你们的配送费也太贵了点吧……	叫***啦	5
1224	荣记扒包扒饭	包装很干净卫生，罐装可乐还配了吸管，店家很注重细节呀，沙拉也挺好吃的，酱足，收藏店家了~	匿**户	5
1225	荣记扒包扒饭	外卖送到宿舍楼下也不打电话不发短信，然后完全冷掉了	泓***0	4
1226	荣记扒包扒饭	好吃	福***0	5
1227	荣记扒包扒饭	菠萝油很好吃猪扒包感觉没有以前的外壳酥脆了但也依旧不错	Y*******O	5
1228	荣记扒包扒饭	菠萝包不够好黄油还可以有盐菠萝油-加两片芝士	3*******5	3
1229	荣记扒包扒饭	猪扒包-加片煎蛋招牌鸡扒饭-不加蛋味道很好，可你们的配送费也太贵了点吧……	叫***啦	5
1230	荣记扒包扒饭	包装很干净卫生，罐装可乐还配了吸管，店家很注重细节呀，沙拉也挺好吃的，酱足，收藏店家了~	匿**户	5
1231	荣记扒包扒饭	外卖送到宿舍楼下也不打电话不发短信，然后完全冷掉了	泓***0	4
1232	荣记扒包扒饭	好吃	福***0	5
1233	荣记扒包扒饭	菠萝油很好吃猪扒包感觉没有以前的外壳酥脆了但也依旧不错	Y*******O	5
1234	表妹港式甜品	一翻开？？怎么有只虫子啊啊啊啊啊啊啊啊啊啊啊	匿**户	1
1235	表妹港式甜品	完美	斑****6	5
1236	表妹港式甜品	冲着小纸条给的好评，凤爪应该是做好了放久了，酱都结块了，对于一个广东人来说，真的特别影响口感。。。建议可以出一点五谷的豆浆。	3*******f	5
