	shopname	rate_text	user	rate_star
1237	表妹港式甜品	包装费和配送费都好贵哦小汤包里没有汤除了粥和烧卖都是凉很失望	匿**户	2
1238	表妹港式甜品	我喜欢你家的东西，但是青菜瘦肉粥是不是忘了青菜？？我最喜欢青菜了却没有加，只加了葱	3*******1	5
1239	表妹港式甜品	速度很快，糯米鸡很好吃！！	a*********8	5
1240	表妹港式甜品	糯米包太喜欢了，糯米鸡也好吃，冲着商家的纸条也得给好评，就是核桃包太甜了，不过还是会继续点下去的！希望能再多些品种可能每天都会点这家了！	3*******f	5
1241	表妹港式甜品	太可爱了吧😊味道也很好特别是排骨香芋很软糯排骨很入味！是茶餐厅喝早茶的味道哈哈哈下次还点！！	3*******e	5
1242	表妹港式甜品	包子是第一次吃的迷你版	3*******5	5
1243	表妹港式甜品	赞！	3*******4	5
1244	表妹港式甜品	吃出了很久以前的味道	3*******5	5
1245	表妹港式甜品	还是算不错的	4*******3	4
1246	表妹港式甜品	好吃到飞起	3*******3	5
1247	表妹港式甜品	超级好吃！无限回购了哈哈哈哈哈哈	3*******3	5
1248	表妹港式甜品	核桃包已经代替菠萝包成为我的命了～	4*********0	5
1249	表妹港式甜品	好吃一百分招牌虾饺皇香芋排骨蒸陈村粉酱味王蒸凤爪凤凰流沙包	R*****a	5
1250	表妹港式甜品	完美	斑****6	5
1251	表妹港式甜品	冲着小纸条给的好评，凤爪应该是做好了放久了，酱都结块了，对于一个广东人来说，真的特别影响口感。。。建议可以出一点五谷的豆浆。	3*******f	5
1252	表妹港式甜品	包装费和配送费都好贵哦小汤包里没有汤除了粥和烧卖都是凉很失望	匿**户	2
1253	表妹港式甜品	我喜欢你家的东西，但是青菜瘦肉粥是不是忘了青菜？？我最喜欢青菜了却没有加，只加了葱	3*******1	5
1254	表妹港式甜品	速度很快，糯米鸡很好吃！！	a*********8	5
1255	表妹港式甜品	糯米包太喜欢了，糯米鸡也好吃，冲着商家的纸条也得给好评，就是核桃包太甜了，不过还是会继续点下去的！希望能再多些品种可能每天都会点这家了！	3*******f	5
1256	表妹港式甜品	太可爱了吧😊味道也很好特别是排骨香芋很软糯排骨很入味！是茶餐厅喝早茶的味道哈哈哈下次还点！！	3*******e	5
1257	表妹港式甜品	包子是第一次吃的迷你版	3*******5	5
1258	表妹港式甜品	赞！	3*******4	5
1259	表妹港式甜品	吃出了很久以前的味道	3*******5	5
1260	表妹港式甜品	还是算不错的	4*******3	4
1261	鲜芒多冰	完美	大*******子	5
1262	鲜芒多冰	超👍	3*******0	5
1263	鲜芒多冰	包装很好	3*******2	5
1264	鲜芒多冰	超浓的芒果味，棒👍	匿**户	5
1265	鲜芒多冰	鱼蛋是在逗我，外表，味道很差，点了一份面连筷子都没有，纸巾更不用说了，要不是上次点还有份餐具我拿牙签吃？	匿**户	3
1266	鲜芒多冰	刨冰很好吃，老板人好，最后还送了一杯芒果汁，超甜	匿**户	5
1267	鲜芒多冰	香蕉奶昔也很好吃(｡･ω･｡)ﾉ♡水果牛奶冰-香蕉牛奶冰	苦******某	5
1268	鲜芒多冰	分量挺大就是有点可惜冰都融了可能是配送问题吧	b*********8	5
1269	鲜芒多冰	"第一次吃到生的芋圆，里面还是粉的
芒果是酸的，虽说这是季节的原因"	匿**户	2
1270	鲜芒多冰	奶茶就是白开水	匿**户	1
1271	鲜鲜果吧	快递比较差。	匿**户	2
1272	鲜鲜果吧	拯救了台风天的我	s*************r	5
1273	鲜鲜果吧	蓝莓都焉儿了	5*********2	5
1274	鲜鲜果吧	木瓜没熟	智*姐	5
